file_name,Spanish,English,Score
B2_translate.json,¿Qué planeas hacer mañana,What do you plan to do tomorrow,5
B2_translate.json,Dudo que haga algo mañana,I doubt that I'll do anything tomorrow,5
B2_translate.json,"Por favor, discúlpame un momento. Quiero hacer algo",Please excuse me for a little while. I want to do something,5
B2_translate.json,Me imagino que haré algo de trabajo en lugar de ir al cine,I imagine I’ll do some work instead of going to the movies,5
B2_translate.json,¿Te será conveniente explicarle tus planes a él,Will it be convenient for you to explain your plans to him,5
B2_translate.json,No hay nada que hacer porque mañana es feriado,There’s nothing to do because tomorrow is a holiday,5
B2_translate.json,¿Qué planea hacer tu hermano mañana,What’s your brother planning to do tomorrow,5
B2_translate.json,No puede decidir qué hacer,He can’t decide what to do,5
B2_translate.json,Es difícil tomar una decisión sin conocer todos los hechos,It’s difficult to make a decision without knowing all the facts,5
B2_translate.json,Estamos tratando de planear nuestro futuro,We're trying to plan our future,5
B2_translate.json,Esa es una buena idea,That’s a good idea,5
B2_translate.json,Espero pasar unos días en las montañas,I’m hoping to spend a few days in the mountains,5
B2_translate.json,¿Considerarías ir al norte este verano,Would you consider going north this summer,5
B2_translate.json,"Si hay una posibilidad de que vayas, me gustaría ir contigo","If there’s a chance you'll go, I’d like to go with you",5
B2_translate.json,"Después de pensarlo, por favor dime qué decides","After you think it over, please let me know what you decide",5
B2_translate.json,Estoy ansioso por saber cuál es tu decisión,I'm anxious to know what your decision is,5
B2_translate.json,Estoy seguro de que has tomado la decisión correcta,I'm confident you’ve made the right choice,5
B2_translate.json,Quiero persuadirte de cambiar de opinión,I want to persuade you to change your mind,5
B2_translate.json,¿Aceptarás mi consejo,Will you accept my advice,5
B2_translate.json,¿Qué has decidido,What have you decided,5
B2_translate.json,Definitivamente he decidido ir a California,I’ve definitely decided to go to California,5
B2_translate.json,No quería decir nada para influir en mi decisión,He didn’t want to say anything to influence my decision,5
B2_translate.json,Ella se niega a tomar una decisión,She refuses to make up her mind,5
B2_translate.json,Supongo que has decidido no comprar un coche nuevo,I assume you’ve decided against buying a new car,5
B2_translate.json,Le tomó mucho tiempo decidirse,It took him a long time to make up his mind,5
B2_translate.json,Puedes ir cuando desees,You can go whenever you wish,5
B2_translate.json,Estamos dispuestos a aceptar tu plan,We're willing to accept your plan,5
B2_translate.json,"Sabe que es inconveniente, pero quiere ir de todos modos","He knows it’s inconvenient, but he wants to go anyway",5
B2_translate.json,"Según el Sr. Green, este es un problema complicado","According to Mr. Green, this is a complicated problem",5
B2_translate.json,Ella insiste en que no le importa,She insists that it doesn’t make any difference to her,5
B2_translate.json,¿Vas a ir a algún lugar este año,Are you going to go anyplace this year,5
B2_translate.json,"Si tengo suficiente dinero, voy a hacer un viaje al extranjero","If I have enough money, I’m going to take a trip abroad",5
B2_translate.json,¿Cómo vas? ¿Vas en barco,How are you going? Are you going by boat,5
B2_translate.json,Es más rápido ir en avión que en barco,It’s faster to go by plane than by boat,5
B2_translate.json,¿Cuál es la forma más rápida de llegar allí,What’s the quickest way to get there,5
B2_translate.json,En total tomará diez días hacer el viaje,Altogether it will take ten days to make the trip,5
B2_translate.json,Espero que te diviertas en tu viaje,I hope you have a good time on your trip,5
B2_translate.json,"Me voy mañana, pero aún no he empacado mis maletas","I’m leaving tomorrow, but I haven’t packed my suitcases yet",5
B2_translate.json,Voy por aire. Me gusta volar,I’m going by air. I like flying,5
B2_translate.json,Mi hermano hizo un viaje a México,My brother took a trip to Mexico,5
B2_translate.json,Fue un vuelo de seis horas,It was a six-hour flight,5
B2_translate.json,¿Cuántos pasajeros había en el tren,How many passengers were on the train,5
B2_translate.json,Su amigo resultó herido en un accidente aéreo,His friend was injured in an airplane crash,5
B2_translate.json,¿Te gustaría dar un paseo,Would you like to go for a walk,5
B2_translate.json,Vamos al aeropuerto. El avión aterrizó hace diez minutos,Let’s go out to the airport. The plane landed ten minutes ago,5
B2_translate.json,Voy de compras porque necesito comprar ropa,I’m going shopping because I need to buy some clothes,5
B2_translate.json,"Si esta camisa no me queda, ¿puedo devolverla más tarde","If this shirt doesn’t fit, may I bring it back later",5
B2_translate.json,¿Qué talla de zapatos usas,What size shoes do you wear,5
B2_translate.json,Ese traje se te ve muy bien,That suit looks very good on you,5
B2_translate.json,"Este vestido es de seda, ¿verdad","This dress is made of silk, isn’t it",5
B2_translate.json,Me gustaría probarme este suéter,I'd like to try on this sweater,5
B2_translate.json,Estoy interesado en comprar un coche nuevo,I'm interested in buying a new car,5
B2_translate.json,¿Cuál es el precio de esa plancha eléctrica,What’s the price of that electric iron,5
B2_translate.json,¿Cuánto cuesta esta alfombra,How much is this rug,5
B2_translate.json,¿Está en oferta esta pasta de dientes hoy,Is this toothpaste on sale today,5
B2_translate.json,"Esa es una hermosa cartera de cuero, pero cuesta demasiado","That’s a beautiful leather wallet, but it costs too much",5
B2_translate.json,¿Cuánto te debo,How much do I owe you,5
B2_translate.json,Eso será dieciocho dólares y setenta y cinco centavos,That will be eighteen dollars and seventy-five cents,5
B2_translate.json,¿Tienes cambio de un billete de veinte dólares,Do you have change for a twenty-dollar bill,5
B2_translate.json,El dependiente me ayudó a encontrar lo que quería,The clerk helped me find what I wanted,5
B2_translate.json,¿Qué te gustaría comer,What would you like to eat,5
B2_translate.json,"Me gustaría un tazón de sopa de tomate, por favor","I'd like a bowl of tomato soup, please",5
B2_translate.json,El camarero parece tener prisa por tomar nuestra orden,The waiter seems to be in a hurry to take our order,5
B2_translate.json,"¿Qué preferirías, bistec o pescado",Which would you rather have—steak or fish,5
B2_translate.json,Quiero mi bistec bien cocido,I want my steak well-done,5
B2_translate.json,¿Qué tipos de vegetales tienes,What kinds of vegetables do you have,5
B2_translate.json,Tendré puré de papas y judías verdes,I'll have mashed potatoes and green beans,5
B2_translate.json,¿Podrías pasarme la sal,Would you please pass the salt,5
B2_translate.json,Sirven buena comida en este restaurante,They serve good food in this restaurant,5
B2_translate.json,¿Estás listo para tu postre ahora,Are you ready for your dessert now,5
B2_translate.json,"Este cuchillo está sucio. ¿Podrías traerme uno limpio, por favor","This knife is dirty. Would you bring me a clean one, please",5
B2_translate.json,"¿Me puede traer la cuenta, por favor","May I have the check, please",5
B2_translate.json,Tienes tu elección de tres sabores de helado,You have your choice of three flavors of ice cream,5
B2_translate.json,"Tenemos vainilla, chocolate y fresa","We have vanilla, chocolate, and strawberry",5
B2_translate.json,"Invitamos a dos invitados a cenar, pero no vinieron","We invited two guests to dinner, but they didn’t come",5
B2_translate.json,¿Cuánto duró la película,How long did the movie last,5
B2_translate.json,La función comenzó a las 9 en punto y terminó a las 11:30,The feature started at 9 o’clock and ended at 11:30,5
B2_translate.json,Dicen que la nueva película es una historia de aventuras,They say the new film is an adventure story,5
B2_translate.json,Un grupo de nosotros fue al teatro anoche,A group of us went out to the theater last night,5
B2_translate.json,La nueva obra fue buena y todos la disfrutaron,The new play was good and everybody enjoyed it,5
B2_translate.json,"Para cuando llegamos, la obra ya había comenzado","By the time we got there, the play had already begun",5
B2_translate.json,El acomodador nos llevó a nuestros asientos,The usher showed us to our seats,5
B2_translate.json,El elenco de la obra incluía a un actor famoso,The cast of the play included a famous actor,5
B2_translate.json,"Después de que terminó la obra, todos queríamos comer algo","After the play was over, we all wanted to get something to eat",5
B2_translate.json,Había una gran multitud y tuvimos dificultad para conseguir un taxi,There was a big crowd and we had difficulty getting a taxi,5
B2_translate.json,"El restaurante estaba lleno, así que decidimos ir a otro lugar","The restaurant was filled, so we decided to go elsewhere",5
B2_translate.json,Mi hermano quiere aprender a bailar,My brother wants to learn how to dance,5
B2_translate.json,No vamos a bailar muy a menudo,We don’t go dancing very often,5
B2_translate.json,"¿Qué prefieres hacer, bailar o ir a una obra de teatro",Which would you rather do—go dancing or go to a play,5
B2_translate.json,No estoy acostumbrado a salir después del anochecer,I’m not accustomed to going out after dark,5
B2_translate.json,Me gustaría hacer una cita para ver al Sr. Cooper,I'd like to make an appointment to see Mr. Cooper,5
B2_translate.json,¿Te gustaría concertar una entrevista personal,Would you like to arrange for a personal interview,5
B2_translate.json,Tu cita será el próximo jueves a las 10 en punto,Your appointment will be next Thursday at 10 o’clock,5
B2_translate.json,Puedo venir cualquier día excepto el jueves,I can come any day except Thursday,5
B2_translate.json,Quiere cambiar su cita de lunes a miércoles,He wants to change his appointment from Monday to Wednesday,5
B2_translate.json,Ella no llamó a la oficina para cancelar su cita,She failed to call the office to cancel her appointment,5
B2_translate.json,Voy a llamar a la agencia de empleo para un trabajo,I’m going to call the employment agency for a job,5
B2_translate.json,"Por favor, llene este formulario de solicitud",Please fill in this application form,5
B2_translate.json,¿Está buscando una posición permanente,Are you looking for a permanent position,5
B2_translate.json,Voy a llamar a un fontanero para que venga esta tarde,I’m going to call a plumber to come this afternoon,5
B2_translate.json,No pude asistir a la cita porque estaba enfermo,I couldn’t keep the appointment because I was sick,5
B2_translate.json,Soy un nuevo empleado. Me contrataron ayer,I'm a new employee. I was hired yesterday,5
B2_translate.json,"Por favor, llama antes de venir, de lo contrario, puede que no estemos en casa","Please call before you come, otherwise we might not be home",5
B2_translate.json,Hagamos una cita para ir de compras el próximo jueves,Let’s make a date to go shopping next Thursday,5
B2_translate.json,¿Puedes cerrar la puerta con llave cuando te vayas,Will you please lock the door when you leave,5
B2_translate.json,Fui a ver a mi doctor para un chequeo ayer,I went to see my doctor for a check-up yesterday,5
B2_translate.json,El doctor descubrió que tengo un poco de sobrepeso,The doctor discovered that I’m a little overweight,5
B2_translate.json,Me hizo una radiografía de tórax y me tomó la presión arterial,He gave me a chest X-ray and took my blood pressure,5
B2_translate.json,Me dijo que tomara estas pastillas cada cuatro horas,He told me to take these pills every four hours,5
B2_translate.json,¿Crees que el paciente puede curarse,Do you think the patient can be cured,5
B2_translate.json,Lo operaron anoche,They operated on him last night,5
B2_translate.json,Necesitaba una transfusión de sangre,He needed a blood transfusion,5
B2_translate.json,Mi tío tuvo un ataque al corazón el año pasado,My uncle had a heart attack last year,5
B2_translate.json,Tuvieron que llamar a un especialista en cardiología,They had to call in a heart specialist,5
B2_translate.json,¿Qué dijo el doctor,What did the doctor say,5
B2_translate.json,El doctor me aconsejó hacer mucho ejercicio,The doctor advised me to get plenty of exercise,5
B2_translate.json,El doctor dijo que me veo pálido,The doctor said I look pale,5
B2_translate.json,"Si quiero estar saludable, tengo que dejar de fumar cigarrillos","If I want to be healthy, I have to stop smoking cigarettes",5
B2_translate.json,El médico dijo que fumar es perjudicial para mi salud,The physician said smoking is harmful to my health,5
B2_translate.json,Es solo una picadura de mosquito. No hay nada de qué preocuparse,It’s just a mosquito bite. There’s nothing to worry about,5
B2_translate.json,Te buscan en el teléfono,You’re wanted on the telephone,5
B2_translate.json,¿Qué número debo marcar para obtener la operadora,What number should I dial to get the operator,5
B2_translate.json,Quiero hacer una llamada de larga distancia,I want to make a long distance call,5
B2_translate.json,Levanta el auricular y deposita una moneda en la ranura,Pick up the receiver and deposit a coin in the slot,5
B2_translate.json,"Intenté llamar al Sr. Cooper, pero la línea estaba ocupada","I tried to call Mr. Cooper, but the line was busy",5
B2_translate.json,Debes haber marcado el número equivocado,You must have dialed the wrong number,5
B2_translate.json,"Marqué el número correcto, pero nadie respondió","I dialed the right number, but nobody answered",5
B2_translate.json,"El teléfono está sonando. ¿Podrías contestarlo, por favor","The telephone is ringing. Would you answer it, please",5
B2_translate.json,¿Te gustaría dejar un mensaje,Would you like to leave a message,5
B2_translate.json,¿Quién es este? No reconozco tu voz,Who is this? I don’t recognize your voice,5
B2_translate.json,¿Podrías decirle al Sr. Cooper que llamé,Would you please tell Mr. Cooper I called,5
B2_translate.json,¿Es este Empire 5-4093,Is this Empire 5-4093,5
B2_translate.json,Tengo que colgar ahora,I have to hang up now,5
B2_translate.json,Pon el auricular más cerca de tu boca. No puedo oírte,Put the receiver closer to your mouth. I can’t hear you,5
B2_translate.json,¿Te importaría llamar de nuevo mañana,Would you mind calling back sometime tomorrow,5
B2_translate.json,¿Cuánto tiempo ha pasado desde que supiste de tu tío,How long has it been since you’ve heard from your uncle,5
B2_translate.json,¿Cuándo fue la última vez que te escribió,When was the last time he wrote you,5
B2_translate.json,No puedo recordar cuánto tiempo ha pasado,I can’t recall how long it’s been,5
B2_translate.json,Siempre me siento decepcionado cuando no recibo correo,I’m always disappointed when I don’t get any mail,5
B2_translate.json,Me siento culpable porque no le he escrito últimamente,I feel guilty because I haven’t written her lately,5
B2_translate.json,¿A qué hora se entrega el correo los sábados,What time is the mail delivered on Saturday,5
B2_translate.json,El cartero siempre llega a las 2 en punto,The postman always comes at 2 o’clock,5
B2_translate.json,Le escribí a mi tío anoche. No podía posponerlo más,I wrote to my uncle last night. I couldn’t put it off any longer,5
B2_translate.json,Adjunté algunas fotografías en mi carta,I enclosed some photographs in my letter,5
B2_translate.json,No sabía si enviar la carta por correo aéreo o no,I didn’t know whether to send the letter airmail or not,5
B2_translate.json,¿Cuánto tarda una carta en llegar a California,How long does it take for a letter to get to California,5
B2_translate.json,No olvides poner sellos en la carta antes de enviarla,Don’t forget to put stamps on the letter before you mail it,5
B2_translate.json,Fue a la oficina de correos para enviar una carta,He went to the post office to mail a letter,5
B2_translate.json,Dejé caer la carta en el buzón de la esquina,I dropped the letter in the mailbox on the corner,5
B2_translate.json,¿Cómo firmaste la carta? ¿Escribiste “Atentamente tuyo,"How did you sign the letter? Did you write, “Sincerely yours",5
B1_translate.json,¿De qué color es tu libro,What color is your book,5
B1_translate.json,Mi libro tiene una cubierta azul oscuro,My book has a dark blue cover,5
B1_translate.json,¿Cuánto pesa esa máquina de escribir,How much does that typewriter weigh,5
B1_translate.json,"No es muy pesada, pero no sé el peso exacto","It’s not too heavy, but I don’t know the exact weight",5
B1_translate.json,Esta mesa redonda pesa unos cuarenta y cinco libras,This round table weighs about forty-five pounds,5
B1_translate.json,¿De qué tamaño es tu maleta,What size suitcase do you own,5
B1_translate.json,"Una de mis maletas es pequeña, y la otra es de tamaño mediano","One of my suitcases is small, and the other one is medium size",5
B1_translate.json,Me gusta la forma de esa mesa,I like the shape of that table,5
B1_translate.json,¿Cuánto mide el Boulevard Jones,How long is Jones Boulevard,5
B1_translate.json,Esa calle mide solo dos millas de largo,That street is only two miles long,5
B1_translate.json,¿Podrías medir esta ventana para ver qué tan ancha es,Will you please measure this window to see how wide it is,5
B1_translate.json,Esta ventana es tan ancha como esa,This window is just as wide as that one,5
B1_translate.json,Las paredes tienen tres pulgadas de grosor,The walls are three inches thick,5
B1_translate.json,Este material se siente suave,This material feels soft,5
B1_translate.json,Este lápiz es más largo que ese,This pencil is longer than that one,5
B1_translate.json,¿Podrías decirle al Sr. Cooper que estoy aquí,Would you please tell Mr. Cooper that I’m here,5
B1_translate.json,Lleva estos libros a casa contigo esta noche,Take these books home with you tonight,5
B1_translate.json,"Por favor, tráeme esas revistas",Please bring me those magazines,5
B1_translate.json,¿Me ayudarías a levantar esta caja pesada,Would you help me lift this heavy box,5
B1_translate.json,"Por favor, pide a John que encienda las luces",Please ask John to turn on the lights,5
B1_translate.json,Deja tus libros en la mesa,Put your books down on the table,5
B1_translate.json,"Tráeme un martillo de la cocina, ¿quieres?","Get me a hammer from the kitchen, will you",5
B1_translate.json,"Cuelga mi abrigo en el armario, ¿por favor?","Hang up my coat in the closet, will you please",5
B1_translate.json,"Por favor, no me molestes ahora, estoy muy ocupado","Please don’t bother me now, I’m very busy",5
B1_translate.json,¿Te importaría enviar esta carta por mí,Would you mind mailing this letter for me,5
B1_translate.json,"Si tienes tiempo, ¿me llamarás mañana","If you have time, will you call me tomorrow",5
B1_translate.json,"Por favor, recoge esas tazas y platillos",Please pick up those cups and saucers,5
B1_translate.json,¿Me harías un favor,Will you do me a favor,5
B1_translate.json,"Por favor, cuenta las sillas en esa habitación",Please count the chairs in that room,5
B1_translate.json,"Por favor, vierte esta leche en ese vaso",Please pour this milk into that glass,5
B1_translate.json,"Disculpe, señor. ¿Puede darme alguna información","Excuse me, sir. Can you give me some information",5
B1_translate.json,¿Puedes decirme dónde está la calle Peach,Can you tell me where Peach Street is,5
B1_translate.json,Está a dos cuadras derecho,It’s two blocks straight ahead,5
B1_translate.json,¿En qué dirección está el teatro,Which direction is it to the theater,5
B1_translate.json,Gira a la derecha en la siguiente esquina,Turn right at the next corner,5
B1_translate.json,¿Qué tan lejos está la universidad,How far is it to the university,5
B1_translate.json,Está muy lejos de aquí,It’s a long way from here,5
B1_translate.json,La escuela está justo a la vuelta de la esquina,The school is just around the corner,5
B1_translate.json,El restaurante está al otro lado de la calle del hotel,The restaurant is across the street from the hotel,5
B1_translate.json,No puedes perderlo,You can’t miss it,5
B1_translate.json,¿Conoces el número de teléfono del Sr. Cooper,Do you happen to know Mr. Cooper’s telephone number,5
B1_translate.json,¿Podrías decirme dónde está el teléfono más cercano,Could you tell me where the nearest telephone is,5
B1_translate.json,¿Debo ir por aquí o por allá,"Should I go this way, or that way",5
B1_translate.json,"Ve por allá por dos cuadras, luego gira a la izquierda","Go that way for two blocks, then turn left",5
B1_translate.json,Disculpa. ¿Este asiento está ocupado,I beg your pardon. Is this seat taken,5
B1_translate.json,¿Estás casado,Are you married,5
B1_translate.json,"No, no estoy casado. Aún estoy soltero","No, I’m not married. I’m still single",5
B1_translate.json,"Tu sobrina está comprometida, ¿verdad","Your niece is engaged, isn’t she",5
B1_translate.json,Mi hermana está comprometida desde hace dos meses,My sister has been engaged for two months,5
B1_translate.json,Mi abuelo se casó en 1921,My grandfather got married in 1921,5
B1_translate.json,¿Cuándo es el aniversario de bodas de tus abuelos,When is your grandparents’ wedding anniversary,5
B1_translate.json,¿Cuánto tiempo llevan casados,How long have they been married,5
B1_translate.json,Han estado casados por bastantes años,They’ve been married for quite a few years,5
B1_translate.json,¿Con quién se casó George,Who did George marry,5
B1_translate.json,¿Tienen hijos,Do they have children,5
B1_translate.json,Tuvieron un bebé el mes pasado,They had a baby last month,5
B1_translate.json,Mi hijo quiere casarse en junio,My son wants to get married in June,5
B1_translate.json,No saben cuándo será la boda,They don’t know when the wedding will be,5
B1_translate.json,Sus nietos ya han crecido,Their grandchildren are grown up now,5
B1_translate.json,Ella es viuda. Su esposo murió el año pasado,She’s a widow. Her husband died last year,5
B1_translate.json,Crecí aquí mismo en este vecindario,I grew up right here in this neighborhood,5
B1_translate.json,Mi amigo pasó su infancia en California,My friend spent his childhood in California,5
B1_translate.json,Ha habido muchos cambios aquí en los últimos 20 años,There have been a lot of changes here in the last 20 years,5
B1_translate.json,Solía haber una tienda de comestibles en la esquina,There used to be a grocery store on the corner,5
B1_translate.json,Están construyendo una nueva casa en la calle de mi casa,They’re building a new house up the street from me,5
B1_translate.json,"Si compras esa casa, ¿pasarás el resto de tu vida allí","If you buy that home, will you spend the rest of your life there",5
B1_translate.json,Todos nos conocemos bastante bien,We all know each other pretty well,5
B1_translate.json,Una joven pareja casada se mudó a la casa de al lado,A young married couple moved in next door to us,5
B1_translate.json,Un hombre mayor alquiló la gran casa blanca,An elderly man rented the big white house,5
B1_translate.json,¡Qué hermosos árboles son esos,What beautiful trees those are,5
B1_translate.json,¿Dónde creciste,Where did you grow up,5
B1_translate.json,Vivió en California hasta que tenía diecisiete años,He lived in California until he was seventeen,5
B1_translate.json,Todas esas casas se han construido en los últimos diez años,All of those houses have been built in the last ten years,5
B1_translate.json,¿Tus vecinos son muy amigables,Are your neighbors very friendly,5
B1_translate.json,¿Quién compró esa nueva casa en la calle de tu casa,Who bought that new house down the street from you,5
B1_translate.json,¿A qué hora te vas a levantar mañana por la mañana,What time are you going to get up tomorrow morning,5
B1_translate.json,Probablemente me despierte temprano y me levante a las 6:30,I'll probably wake up early and get up at 6:30,5
B1_translate.json,¿Qué harás entonces,What will you do then,5
B1_translate.json,"Después de vestirme, desayunaré","After I get dressed, I'll have breakfast",5
B1_translate.json,¿Qué tendrás para el desayuno mañana por la mañana,What will you have for breakfast tomorrow morning,5
B1_translate.json,Probablemente tenga huevos y tostadas para el desayuno,I'll probably have eggs and toast for breakfast,5
B1_translate.json,"Después del desayuno, me prepararé para ir al trabajo","After breakfast, I'll get ready to go to work",5
B1_translate.json,Saldré de casa a las 8:00 y llegaré a la oficina a las 8:30,I'll leave the house at 8:00 and get to the office at 8:30,5
B1_translate.json,Probablemente salga a almorzar alrededor de las 12:30,I'll probably go out for lunch at about 12:30,5
B1_translate.json,Terminaré de trabajar a las 5:30 y llegaré a casa a las 6 en punto,I'll finish working at 5:30 and get home by 6 o’clock,5
B1_translate.json,¿Vas a cenar en casa mañana por la noche,Are you going to have dinner at home tomorrow night,5
B1_translate.json,¿Crees que irás al cine mañana por la noche,Do you think you'll go to the movies tomorrow night,5
B1_translate.json,Probablemente me quede en casa y vea televisión,I'll probably stay home and watch television,5
B1_translate.json,"Cuando me dé sueño, probablemente me prepare para ir a la cama","When I get sleepy, I'll probably get ready for bed",5
B1_translate.json,¿Crees que podrás dormirte de inmediato,Do you think you'll be able to go to sleep right away,5
B1_translate.json,¿Cómo está el clima hoy,How is the weather today,5
B1_translate.json,El clima está agradable hoy,The weather is nice today,5
B1_translate.json,¿Cómo estuvo el clima ayer,What was the weather like yesterday,5
B1_translate.json,Ayer llovió todo el día,Yesterday it rained all day,5
B1_translate.json,¿Cómo estará el clima mañana,What will the weather be like tomorrow,5
B1_translate.json,Mañana va a nevar,It’s going to snow tomorrow,5
B1_translate.json,Hoy está bastante frío,It’s quite cold today,5
B1_translate.json,Ha estado nublado toda la mañana,It’s been cloudy all morning,5
B1_translate.json,¿Está lloviendo ahora,Is it raining now,5
B1_translate.json,Probablemente se despeje esta tarde,It'll probably clear up this afternoon,5
B1_translate.json,Los días se están volviendo más calurosos,The days are getting hotter,5
B1_translate.json,Hoy es el primer día de primavera,Today is the first day of spring,5
B1_translate.json,¿Cuál es la temperatura hoy,What’s the temperature today,5
B1_translate.json,Es alrededor de setenta grados Fahrenheit esta tarde,It’s about seventy degrees Fahrenheit this afternoon,5
B1_translate.json,Hay una brisa fresca esta noche,There’s a cool breeze this evening,5
B1_translate.json,¿Cómo te sientes hoy,How are you feeling today,5
B1_translate.json,No me siento muy bien esta mañana,I don’t feel very well this morning,5
B1_translate.json,"Estuve enfermo ayer, pero estoy mejor hoy","I was sick yesterday, but I’m better today",5
B1_translate.json,"Mi fiebre se ha ido, pero todavía tengo tos","My fever is gone, but I still have a cough",5
B1_translate.json,Mi hermano tiene un fuerte dolor de cabeza,My brother has a bad headache,5
B1_translate.json,¿Cuál de tus brazos está adolorido,Which of your arms is sore,5
B1_translate.json,Mi brazo derecho duele. Duele justo aquí,My right arm hurts. It hurts right here,5
B1_translate.json,¿Qué te pasa,What’s the matter with you,5
B1_translate.json,Tengo un dolor en la espalda,I've got a pain in my back,5
B1_translate.json,¿Qué pie duele? ¿Es el izquierdo?,Which foot hurts? Is it the left one,5
B1_translate.json,¿Cómo te rompiste la pierna,How did you break your leg,5
B1_translate.json,Resbalé en las escaleras y me caí. Me rompí la pierna,I slipped on the stairs and fell down. I broke my leg,5
B1_translate.json,Tu mano derecha está hinchada. ¿Duele?,Your right hand is swollen. Does it hurt,5
B1_translate.json,Está sangrando. Será mejor que veas a un doctor por ese corte,It’s bleeding. You'd better go see a doctor about that cut,5
B1_translate.json,Espero que te mejores pronto,I hope you'll be well soon,5
B1_translate.json,¿Qué piensas? ¿Está bien?,What do you think? Is that right,5
B1_translate.json,Por supuesto. Estás absolutamente en lo correcto sobre eso,Certainly. You're absolutely right about that,5
B1_translate.json,Creo que estás equivocado sobre eso,I think you’re mistaken about that,5
B1_translate.json,Me gusta más el clima cálido,I like hot weather best,5
B1_translate.json,"Personalmente, prefiero el clima de invierno","Personally, I prefer winter weather",5
B1_translate.json,¿Crees que va a llover mañana,Do you think it’s going to rain tomorrow,5
B1_translate.json,No sé si lloverá o no,I don’t know whether it will rain or not,5
